"","X","A","uAuB","Au","B","Bu","E.x","E.y","pA","peA","pB","peB","Pr","PrUn","index","structure","posterior","groupPost","pgroup","trialtype","node","cesm","node2","node3"
"275",501,1,"00",0,1,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,21,"disjunctive",1,6,"2","d6","B",-0.200049889969472,"B","B=1"
"276",501,1,"00",0,1,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,21,"disjunctive",1,6,"2","d6","Bu=0",0.847628047475179,"Bu","Bu=0"
"277",502,1,"00",0,1,0,1,0,0.5,0.9,0.5,0.2,0.045,0.18,22,"disjunctive",0,7,"2","d7","A",0.0202813400500981,"A","A=1"
"278",502,1,"00",0,1,0,1,0,0.5,0.9,0.5,0.2,0.045,0.18,22,"disjunctive",0,7,"2","d7","Au=0",-0.276942313547929,"Au","Au=0"
"279",502,1,"00",0,1,0,1,0,0.5,0.9,0.5,0.2,0.045,0.18,22,"disjunctive",0,7,"2","d7","B",0.200189117822652,"B","B=1"
"280",502,1,"00",0,1,0,1,0,0.5,0.9,0.5,0.2,0.045,0.18,22,"disjunctive",0,7,"2","d7","Bu=0",-0.848416679939018,"Bu","Bu=0"
"281",503,1,"01",0,1,1,0,1,0.5,0.9,0.5,0.8,0.18,0.72,23,"disjunctive",0,6,"2","d6","A",-0.00600402818469493,"A","A=1"
"282",503,1,"01",0,1,1,0,1,0.5,0.9,0.5,0.8,0.18,0.72,23,"disjunctive",0,6,"2","d6","Au=0",0.073583999390758,"Au","Au=0"
"283",503,1,"01",0,1,1,0,1,0.5,0.9,0.5,0.8,0.18,0.72,23,"disjunctive",0,6,"2","d6","B",-0.824558419183066,"B","B=1"
"284",503,1,"01",0,1,1,0,1,0.5,0.9,0.5,0.8,0.18,0.72,23,"disjunctive",0,6,"2","d6","Bu=1",-0.496274044881872,"Bu","Bu=1"
"285",504,1,"01",0,1,1,1,1,0.5,0.9,0.5,0.8,0.18,0.72,24,"disjunctive",0.878048780487805,7,"2","d7","A",0.00592789729354854,"A","A=1"
"286",504,1,"01",0,1,1,1,1,0.5,0.9,0.5,0.8,0.18,0.72,24,"disjunctive",0.878048780487805,7,"2","d7","Au=0",-0.0737040464785195,"Au","Au=0"
"287",504,1,"01",0,1,1,1,1,0.5,0.9,0.5,0.8,0.18,0.72,24,"disjunctive",0.878048780487805,7,"2","d7","B",0.823896731303596,"B","B=1"
"288",504,1,"01",0,1,1,1,1,0.5,0.9,0.5,0.8,0.18,0.72,24,"disjunctive",0.878048780487805,7,"2","d7","Bu=1",0.49522299122855,"Bu","Bu=1"
"289",505,1,"10",1,1,0,0,1,0.5,0.1,0.5,0.2,0.005,0.02,25,"disjunctive",0,6,"2","d6","A",-0.449763782176338,"A","A=1"
"290",505,1,"10",1,1,0,0,1,0.5,0.1,0.5,0.2,0.005,0.02,25,"disjunctive",0,6,"2","d6","Au=1",-0.654678622986307,"Au","Au=1"
"291",505,1,"10",1,1,0,0,1,0.5,0.1,0.5,0.2,0.005,0.02,25,"disjunctive",0,6,"2","d6","B",-0.0711505203876026,"B","B=1"
"292",505,1,"10",1,1,0,0,1,0.5,0.1,0.5,0.2,0.005,0.02,25,"disjunctive",0,6,"2","d6","Bu=0",0.300284009000995,"Bu","Bu=0"
"293",506,1,"10",1,1,0,1,1,0.5,0.1,0.5,0.2,0.005,0.02,26,"disjunctive",0.024390243902439,7,"2","d7","A",0.452239320679688,"A","A=1"
"294",506,1,"10",1,1,0,1,1,0.5,0.1,0.5,0.2,0.005,0.02,26,"disjunctive",0.024390243902439,7,"2","d7","Au=1",0.654650660472298,"Au","Au=1"
"295",506,1,"10",1,1,0,1,1,0.5,0.1,0.5,0.2,0.005,0.02,26,"disjunctive",0.024390243902439,7,"2","d7","B",0.068019023823858,"B","B=1"
"296",506,1,"10",1,1,0,1,1,0.5,0.1,0.5,0.2,0.005,0.02,26,"disjunctive",0.024390243902439,7,"2","d7","Bu=0",-0.300407674301061,"Bu","Bu=0"
"297",507,1,"11",1,1,1,0,1,0.5,0.1,0.5,0.8,0.02,0.08,27,"disjunctive",0,6,"2","d6","A",-0.199668898644694,"A","A=1"
"298",507,1,"11",1,1,1,0,1,0.5,0.1,0.5,0.8,0.02,0.08,27,"disjunctive",0,6,"2","d6","Au=1",-0.28310553265155,"Au","Au=1"
"299",507,1,"11",1,1,1,0,1,0.5,0.1,0.5,0.8,0.02,0.08,27,"disjunctive",0,6,"2","d6","B",-0.481293814363403,"B","B=1"
"300",507,1,"11",1,1,1,0,1,0.5,0.1,0.5,0.8,0.02,0.08,27,"disjunctive",0,6,"2","d6","Bu=1",-0.286780450714472,"Bu","Bu=1"
"301",508,1,"11",1,1,1,1,1,0.5,0.1,0.5,0.8,0.02,0.08,28,"disjunctive",0.0975609756097561,7,"2","d7","A",0.197295355114765,"A","A=1"
"302",508,1,"11",1,1,1,1,1,0.5,0.1,0.5,0.8,0.02,0.08,28,"disjunctive",0.0975609756097561,7,"2","d7","Au=1",0.285232125270515,"Au","Au=1"
"303",508,1,"11",1,1,1,1,1,0.5,0.1,0.5,0.8,0.02,0.08,28,"disjunctive",0.0975609756097561,7,"2","d7","B",0.478774450672844,"B","B=1"
"304",508,1,"11",1,1,1,1,1,0.5,0.1,0.5,0.8,0.02,0.08,28,"disjunctive",0.0975609756097561,7,"2","d7","Bu=1",0.28712891173494,"Bu","Bu=1"
"305",509,0,"00",0,0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,1,"conjunctive",0.18,1,"2","c1","A",0.0296613208821836,"A","A=0"
"306",509,0,"00",0,0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,1,"conjunctive",0.18,1,"2","c1","Au=0",0.0708527553636911,"Au","Au=0"
"307",509,0,"00",0,0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,1,"conjunctive",0.18,1,"2","c1","B",0.0296573898413086,"B","B=0"
"308",509,0,"00",0,0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,1,"conjunctive",0.18,1,"2","c1","Bu=0",0.0221712722323385,"Bu","Bu=0"
"309",510,0,"01",0,0,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,2,"conjunctive",0.72,1,"2","c1","A",0.0604316621319997,"A","A=0"
"310",510,0,"01",0,0,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,2,"conjunctive",0.72,1,"2","c1","Au=0",0.144750912941797,"Au","Au=0"
"311",510,0,"01",0,0,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,2,"conjunctive",0.72,1,"2","c1","B",0.0603711343369564,"B","B=0"
"312",510,0,"01",0,0,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,2,"conjunctive",0.72,1,"2","c1","Bu=1",-0.00639583248513041,"Bu","Bu=1"
"313",511,0,"10",1,0,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,3,"conjunctive",0.02,1,"2","c1","A",0.148978588095199,"A","A=0"
"314",511,0,"10",1,0,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,3,"conjunctive",0.02,1,"2","c1","Au=1",-0.0380942174963504,"Au","Au=1"
"315",511,0,"10",1,0,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,3,"conjunctive",0.02,1,"2","c1","B",0.1492980086469,"B","B=0"
"316",511,0,"10",1,0,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,3,"conjunctive",0.02,1,"2","c1","Bu=0",0.11139790703179,"Bu","Bu=0"
"317",512,0,"11",1,0,1,0,0,0.5,0.1,0.5,0.8,0.02,0.08,4,"conjunctive",0.08,1,"2","c1","A",0.298771002021417,"A","A=0"
"318",512,0,"11",1,0,1,0,0,0.5,0.1,0.5,0.8,0.02,0.08,4,"conjunctive",0.08,1,"2","c1","Au=1",-0.076243998969222,"Au","Au=1"
"319",512,0,"11",1,0,1,0,0,0.5,0.1,0.5,0.8,0.02,0.08,4,"conjunctive",0.08,1,"2","c1","B",0.298638253029761,"B","B=0"
"320",512,0,"11",1,0,1,0,0,0.5,0.1,0.5,0.8,0.02,0.08,4,"conjunctive",0.08,1,"2","c1","Bu=1",-0.031846085274887,"Bu","Bu=1"
"321",513,0,"00",0,1,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,5,"conjunctive",0.18,2,"2","c2","A",0.0721989380488944,"A","A=0"
"322",513,0,"00",0,1,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,5,"conjunctive",0.18,2,"2","c2","Au=0",0.172728437340371,"Au","Au=0"
"323",513,0,"00",0,1,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,5,"conjunctive",0.18,2,"2","c2","B",-0.0127273987167075,"B","B=1"
"324",513,0,"00",0,1,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,5,"conjunctive",0.18,2,"2","c2","Bu=0",0.0539896007098237,"Bu","Bu=0"
"325",514,0,"01",0,1,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,6,"conjunctive",0.72,2,"2","c2","A",0.142227714716344,"A","A=0"
"326",514,0,"01",0,1,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,6,"conjunctive",0.72,2,"2","c2","Au=0",0.339294674533435,"Au","Au=0"
"327",514,0,"01",0,1,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,6,"conjunctive",0.72,2,"2","c2","B",-0.0250746800996688,"B","B=1"
"328",514,0,"01",0,1,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,6,"conjunctive",0.72,2,"2","c2","Bu=1",-0.015100015003148,"Bu","Bu=1"
"329",515,0,"10",1,1,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,7,"conjunctive",0.02,2,"2","c2","A",0.358022952273876,"A","A=0"
"330",515,0,"10",1,1,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,7,"conjunctive",0.02,2,"2","c2","Au=1",-0.0915078767461088,"Au","Au=1"
"331",515,0,"10",1,1,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,7,"conjunctive",0.02,2,"2","c2","B",-0.0631669173178904,"B","B=1"
"332",515,0,"10",1,1,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,7,"conjunctive",0.02,2,"2","c2","Bu=0",0.267160169716245,"Bu","Bu=0"
"333",516,0,"11",1,1,1,0,0,0.5,0.1,0.5,0.8,0.02,0.08,8,"conjunctive",0.08,2,"2","c2","A",0.734852188263301,"A","A=0"
"334",516,0,"11",1,1,1,0,0,0.5,0.1,0.5,0.8,0.02,0.08,8,"conjunctive",0.08,2,"2","c2","Au=1",-0.18836350129527,"Au","Au=1"
"335",516,0,"11",1,1,1,0,0,0.5,0.1,0.5,0.8,0.02,0.08,8,"conjunctive",0.08,2,"2","c2","B",-0.12985131267442,"B","B=1"
"336",516,0,"11",1,1,1,0,0,0.5,0.1,0.5,0.8,0.02,0.08,8,"conjunctive",0.08,2,"2","c2","Bu=1",-0.0778893261785283,"Bu","Bu=1"
"337",517,1,"00",0,0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,9,"conjunctive",0.18,3,"2","c3","A",-0.0127391758753455,"A","A=1"
"338",517,1,"00",0,0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,9,"conjunctive",0.18,3,"2","c3","Au=0",0.172031410125611,"Au","Au=0"
"339",517,1,"00",0,0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,9,"conjunctive",0.18,3,"2","c3","B",0.0723382704334881,"B","B=0"
"340",517,1,"00",0,0,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,9,"conjunctive",0.18,3,"2","c3","Bu=0",0.0539367495628891,"Bu","Bu=0"
"341",518,1,"01",0,0,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,10,"conjunctive",0.72,3,"2","c3","A",-0.0250924538332862,"A","A=1"
"342",518,1,"01",0,0,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,10,"conjunctive",0.72,3,"2","c3","Au=0",0.340647902279669,"Au","Au=0"
"343",518,1,"01",0,0,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,10,"conjunctive",0.72,3,"2","c3","B",0.142388392832321,"B","B=0"
"344",518,1,"01",0,0,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,10,"conjunctive",0.72,3,"2","c3","Bu=1",-0.0150890386253102,"Bu","Bu=1"
"345",519,1,"10",1,0,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,11,"conjunctive",0.02,3,"2","c3","A",-0.0636874546908193,"A","A=1"
"346",519,1,"10",1,0,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,11,"conjunctive",0.02,3,"2","c3","Au=1",-0.0922165718108539,"Au","Au=1"
"347",519,1,"10",1,0,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,11,"conjunctive",0.02,3,"2","c3","B",0.360583995605678,"B","B=0"
"348",519,1,"10",1,0,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,11,"conjunctive",0.02,3,"2","c3","Bu=0",0.269422971014092,"Bu","Bu=0"
"349",520,1,"11",1,0,1,0,0,0.5,0.1,0.5,0.8,0.02,0.08,12,"conjunctive",0.08,3,"2","c3","A",-0.130281580449551,"A","A=1"
"350",520,1,"11",1,0,1,0,0,0.5,0.1,0.5,0.8,0.02,0.08,12,"conjunctive",0.08,3,"2","c3","Au=1",-0.188327818927966,"Au","Au=1"
"351",520,1,"11",1,0,1,0,0,0.5,0.1,0.5,0.8,0.02,0.08,12,"conjunctive",0.08,3,"2","c3","B",0.73755377057744,"B","B=0"
"352",520,1,"11",1,0,1,0,0,0.5,0.1,0.5,0.8,0.02,0.08,12,"conjunctive",0.08,3,"2","c3","Bu=1",-0.0782762468479107,"Bu","Bu=1"
"353",521,1,"00",0,1,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,13,"conjunctive",0.195652173913043,4,"2","c4","A",-0.0299498599112212,"A","A=1"
"354",521,1,"00",0,1,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,13,"conjunctive",0.195652173913043,4,"2","c4","Au=0",0.410140898334671,"Au","Au=0"
"355",521,1,"00",0,1,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,13,"conjunctive",0.195652173913043,4,"2","c4","B",-0.0299574306950685,"B","B=1"
"356",521,1,"00",0,1,0,0,0,0.5,0.9,0.5,0.2,0.045,0.18,13,"conjunctive",0.195652173913043,4,"2","c4","Bu=0",0.126832915478717,"Bu","Bu=0"
"357",522,1,"00",0,1,0,1,0,0.5,0.9,0.5,0.2,0.045,0.18,14,"conjunctive",0,5,"2","c5","A",0.0307990576737644,"A","A=1"
"358",522,1,"00",0,1,0,1,0,0.5,0.9,0.5,0.2,0.045,0.18,14,"conjunctive",0,5,"2","c5","Au=0",-0.417785484946772,"Au","Au=0"
"359",522,1,"00",0,1,0,1,0,0.5,0.9,0.5,0.2,0.045,0.18,14,"conjunctive",0,5,"2","c5","B",0.0309189162805967,"B","B=1"
"360",522,1,"00",0,1,0,1,0,0.5,0.9,0.5,0.2,0.045,0.18,14,"conjunctive",0,5,"2","c5","Bu=0",-0.130652886677932,"Bu","Bu=0"
"361",523,1,"01",0,1,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,15,"conjunctive",0.782608695652174,4,"2","c4","A",-0.0604280057948031,"A","A=1"
"362",523,1,"01",0,1,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,15,"conjunctive",0.782608695652174,4,"2","c4","Au=0",0.819540826949105,"Au","Au=0"
"363",523,1,"01",0,1,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,15,"conjunctive",0.782608695652174,4,"2","c4","B",-0.0604464864207106,"B","B=1"
"364",523,1,"01",0,1,1,0,0,0.5,0.9,0.5,0.8,0.18,0.72,15,"conjunctive",0.782608695652174,4,"2","c4","Bu=1",-0.0364505257391561,"Bu","Bu=1"
"365",524,1,"01",0,1,1,1,0,0.5,0.9,0.5,0.8,0.18,0.72,16,"conjunctive",0,5,"2","c5","A",0.0607603032602635,"A","A=1"
"366",524,1,"01",0,1,1,1,0,0.5,0.9,0.5,0.8,0.18,0.72,16,"conjunctive",0,5,"2","c5","Au=0",-0.822063085650469,"Au","Au=0"
"367",524,1,"01",0,1,1,1,0,0.5,0.9,0.5,0.8,0.18,0.72,16,"conjunctive",0,5,"2","c5","B",0.0608439771991572,"B","B=1"
"368",524,1,"01",0,1,1,1,0,0.5,0.9,0.5,0.8,0.18,0.72,16,"conjunctive",0,5,"2","c5","Bu=1",0.0365968067912835,"Bu","Bu=1"
"369",525,1,"10",1,1,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,17,"conjunctive",0.0217391304347826,4,"2","c4","A",-0.160046235830273,"A","A=1"
"370",525,1,"10",1,1,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,17,"conjunctive",0.0217391304347826,4,"2","c4","Au=1",-0.231215248514153,"Au","Au=1"
"371",525,1,"10",1,1,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,17,"conjunctive",0.0217391304347826,4,"2","c4","B",-0.159973614963139,"B","B=1"
"372",525,1,"10",1,1,0,0,0,0.5,0.1,0.5,0.2,0.005,0.02,17,"conjunctive",0.0217391304347826,4,"2","c4","Bu=0",0.678149192697577,"Bu","Bu=0"
"373",526,1,"10",1,1,0,1,0,0.5,0.1,0.5,0.2,0.005,0.02,18,"conjunctive",0,5,"2","c5","A",0.159608654360184,"A","A=1"
"374",526,1,"10",1,1,0,1,0,0.5,0.1,0.5,0.2,0.005,0.02,18,"conjunctive",0,5,"2","c5","Au=1",0.230750043043793,"Au","Au=1"
"375",526,1,"10",1,1,0,1,0,0.5,0.1,0.5,0.2,0.005,0.02,18,"conjunctive",0,5,"2","c5","B",0.159103971682707,"B","B=1"
"376",526,1,"10",1,1,0,1,0,0.5,0.1,0.5,0.2,0.005,0.02,18,"conjunctive",0,5,"2","c5","Bu=0",-0.677971260796057,"Bu","Bu=0"
"377",527,1,"11",1,1,1,0,1,0.5,0.1,0.5,0.8,0.02,0.08,19,"conjunctive",0,4,"2","c4","A",-0.41653596663922,"A","A=1"
"378",527,1,"11",1,1,1,0,1,0.5,0.1,0.5,0.8,0.02,0.08,19,"conjunctive",0,4,"2","c4","Au=1",-0.60310434062689,"Au","Au=1"
"379",527,1,"11",1,1,1,0,1,0.5,0.1,0.5,0.8,0.02,0.08,19,"conjunctive",0,4,"2","c4","B",-0.416045893301605,"B","B=1"
"380",527,1,"11",1,1,1,0,1,0.5,0.1,0.5,0.8,0.02,0.08,19,"conjunctive",0,4,"2","c4","Bu=1",-0.250233109301285,"Bu","Bu=1"
"381",528,1,"11",1,1,1,1,1,0.5,0.1,0.5,0.8,0.02,0.08,20,"conjunctive",1,5,"2","c5","A",0.416883194707475,"A","A=1"
"382",528,1,"11",1,1,1,1,1,0.5,0.1,0.5,0.8,0.02,0.08,20,"conjunctive",1,5,"2","c5","Au=1",0.602677117034054,"Au","Au=1"
"383",528,1,"11",1,1,1,1,1,0.5,0.1,0.5,0.8,0.02,0.08,20,"conjunctive",1,5,"2","c5","B",0.417340677948756,"B","B=1"
"384",528,1,"11",1,1,1,1,1,0.5,0.1,0.5,0.8,0.02,0.08,20,"conjunctive",1,5,"2","c5","Bu=1",0.249479103010961,"Bu","Bu=1"
"385",961,0,"00",0,0,0,0,0,0.9,0.3,0.2,0.5,0.027,0.15,1,"disjunctive",0.15,1,"3","d1","A",0.173965430731927,"A","A=0"
"386",961,0,"00",0,0,0,0,0,0.9,0.3,0.2,0.5,0.027,0.15,1,"disjunctive",0.15,1,"3","d1","Au=0",0.0581921715581331,"Au","Au=0"
"387",961,0,"00",0,0,0,0,0,0.9,0.3,0.2,0.5,0.027,0.15,1,"disjunctive",0.15,1,"3","d1","B",0.317108313502487,"B","B=0"
"388",961,0,"00",0,0,0,0,0,0.9,0.3,0.2,0.5,0.027,0.15,1,"disjunctive",0.15,1,"3","d1","Bu=0",0.423992394819912,"Bu","Bu=0"
"389",962,0,"01",0,0,1,0,0,0.9,0.3,0.2,0.5,0.027,0.15,2,"disjunctive",0.15,1,"3","d1","A",0.070335753641242,"A","A=0"
"390",962,0,"01",0,0,1,0,0,0.9,0.3,0.2,0.5,0.027,0.15,2,"disjunctive",0.15,1,"3","d1","Au=0",0.0250605306573671,"Au","Au=0"
"391",962,0,"01",0,0,1,0,0,0.9,0.3,0.2,0.5,0.027,0.15,2,"disjunctive",0.15,1,"3","d1","B",0.887126645572305,"B","B=0"
"392",962,0,"01",0,0,1,0,0,0.9,0.3,0.2,0.5,0.027,0.15,2,"disjunctive",0.15,1,"3","d1","Bu=1",-0.209141634395977,"Bu","Bu=1"
"393",963,0,"10",1,0,0,0,0,0.9,0.7,0.2,0.5,0.063,0.35,3,"disjunctive",0.35,1,"3","d1","A",0.623298429746011,"A","A=0"
"394",963,0,"10",1,0,0,0,0,0.9,0.7,0.2,0.5,0.063,0.35,3,"disjunctive",0.35,1,"3","d1","Au=1",-0.0342935884666718,"Au","Au=1"
"395",963,0,"10",1,0,0,0,0,0.9,0.7,0.2,0.5,0.063,0.35,3,"disjunctive",0.35,1,"3","d1","B",0.256035213643519,"B","B=0"
"396",963,0,"10",1,0,0,0,0,0.9,0.7,0.2,0.5,0.063,0.35,3,"disjunctive",0.35,1,"3","d1","Bu=0",0.34301082402021,"Bu","Bu=0"
"397",964,0,"11",1,0,1,0,0,0.9,0.7,0.2,0.5,0.063,0.35,4,"disjunctive",0.35,1,"3","d1","A",0.293477215698524,"A","A=0"
"398",964,0,"11",1,0,1,0,0,0.9,0.7,0.2,0.5,0.063,0.35,4,"disjunctive",0.35,1,"3","d1","Au=1",-0.0165298868534306,"Au","Au=1"
"399",964,0,"11",1,0,1,0,0,0.9,0.7,0.2,0.5,0.063,0.35,4,"disjunctive",0.35,1,"3","d1","B",0.845115067686661,"B","B=0"
"400",964,0,"11",1,0,1,0,0,0.9,0.7,0.2,0.5,0.063,0.35,4,"disjunctive",0.35,1,"3","d1","Bu=1",-0.200147957732943,"Bu","Bu=1"
"401",965,0,"00",0,1,0,0,0,0.9,0.3,0.8,0.5,0.108,0.15,5,"disjunctive",0.3,2,"3","d2","A",0.0866971756365112,"A","A=0"
"402",965,0,"00",0,1,0,0,0,0.9,0.3,0.8,0.5,0.108,0.15,5,"disjunctive",0.3,2,"3","d2","Au=0",0.0288150659958826,"Au","Au=0"
"403",965,0,"00",0,1,0,0,0,0.9,0.3,0.8,0.5,0.108,0.15,5,"disjunctive",0.3,2,"3","d2","B",-0.100535340382219,"B","B=1"
"404",965,0,"00",0,1,0,0,0,0.9,0.3,0.8,0.5,0.108,0.15,5,"disjunctive",0.3,2,"3","d2","Bu=0",0.943365717078515,"Bu","Bu=0"
"405",966,0,"00",0,1,0,1,0,0.9,0.3,0.8,0.5,0.108,0.15,6,"disjunctive",0,3,"3","d3","A",-0.0894898707873111,"A","A=0"
"406",966,0,"00",0,1,0,1,0,0.9,0.3,0.8,0.5,0.108,0.15,6,"disjunctive",0,3,"3","d3","Au=0",-0.0299930113132362,"Au","Au=0"
"407",966,0,"00",0,1,0,1,0,0.9,0.3,0.8,0.5,0.108,0.15,6,"disjunctive",0,3,"3","d3","B",0.100241041916761,"B","B=1"
"408",966,0,"00",0,1,0,1,0,0.9,0.3,0.8,0.5,0.108,0.15,6,"disjunctive",0,3,"3","d3","Bu=0",-0.943210539551953,"Bu","Bu=0"
"409",967,0,"01",0,1,1,0,1,0.9,0.3,0.8,0.5,0.108,0.15,7,"disjunctive",0,2,"3","d2","A",0.01791954336234,"A","A=0"
"410",967,0,"01",0,1,1,0,1,0.9,0.3,0.8,0.5,0.108,0.15,7,"disjunctive",0,2,"3","d2","Au=0",0.00485116662686308,"Au","Au=0"
"411",967,0,"01",0,1,1,0,1,0.9,0.3,0.8,0.5,0.108,0.15,7,"disjunctive",0,2,"3","d2","B",-0.502963929488824,"B","B=1"
"412",967,0,"01",0,1,1,0,1,0.9,0.3,0.8,0.5,0.108,0.15,7,"disjunctive",0,2,"3","d2","Bu=1",-0.833996319455843,"Bu","Bu=1"
"413",968,0,"01",0,1,1,1,1,0.9,0.3,0.8,0.5,0.108,0.15,8,"disjunctive",0.3,3,"3","d3","A",-0.0184241422790463,"A","A=0"
"414",968,0,"01",0,1,1,1,1,0.9,0.3,0.8,0.5,0.108,0.15,8,"disjunctive",0.3,3,"3","d3","Au=0",-0.00728331006076403,"Au","Au=0"
"415",968,0,"01",0,1,1,1,1,0.9,0.3,0.8,0.5,0.108,0.15,8,"disjunctive",0.3,3,"3","d3","B",0.500789539404164,"B","B=1"
"416",968,0,"01",0,1,1,1,1,0.9,0.3,0.8,0.5,0.108,0.15,8,"disjunctive",0.3,3,"3","d3","Bu=1",0.834885934640685,"Bu","Bu=1"
"417",969,0,"10",1,1,0,0,0,0.9,0.7,0.8,0.5,0.252,0.35,9,"disjunctive",0.7,2,"3","d2","A",0.358141607622757,"A","A=0"
"418",969,0,"10",1,1,0,0,0,0.9,0.7,0.8,0.5,0.252,0.35,9,"disjunctive",0.7,2,"3","d2","Au=1",-0.0204607699029016,"Au","Au=1"
"419",969,0,"10",1,1,0,0,0,0.9,0.7,0.8,0.5,0.252,0.35,9,"disjunctive",0.7,2,"3","d2","B",-0.0939969603622473,"B","B=1"
"420",969,0,"10",1,1,0,0,0,0.9,0.7,0.8,0.5,0.252,0.35,9,"disjunctive",0.7,2,"3","d2","Bu=0",0.881115178119091,"Bu","Bu=0"
"421",970,0,"10",1,1,0,1,0,0.9,0.7,0.8,0.5,0.252,0.35,10,"disjunctive",0,3,"3","d3","A",-0.360474853757996,"A","A=0"
"422",970,0,"10",1,1,0,1,0,0.9,0.7,0.8,0.5,0.252,0.35,10,"disjunctive",0,3,"3","d3","Au=1",0.0195200670744658,"Au","Au=1"
"423",970,0,"10",1,1,0,1,0,0.9,0.7,0.8,0.5,0.252,0.35,10,"disjunctive",0,3,"3","d3","B",0.0937533929191388,"B","B=1"
"424",970,0,"10",1,1,0,1,0,0.9,0.7,0.8,0.5,0.252,0.35,10,"disjunctive",0,3,"3","d3","Bu=0",-0.880578595921308,"Bu","Bu=0"
"425",971,0,"11",1,1,1,0,1,0.9,0.7,0.8,0.5,0.252,0.35,11,"disjunctive",0,2,"3","d2","A",0.0783242960532338,"A","A=0"
"426",971,0,"11",1,1,1,0,1,0.9,0.7,0.8,0.5,0.252,0.35,11,"disjunctive",0,2,"3","d2","Au=1",-0.00253381800410215,"Au","Au=1"
"427",971,0,"11",1,1,1,0,1,0.9,0.7,0.8,0.5,0.252,0.35,11,"disjunctive",0,2,"3","d2","B",-0.494814270192943,"B","B=1"
"428",971,0,"11",1,1,1,0,1,0.9,0.7,0.8,0.5,0.252,0.35,11,"disjunctive",0,2,"3","d2","Bu=1",-0.823847024301127,"Bu","Bu=1"
"429",972,0,"11",1,1,1,1,1,0.9,0.7,0.8,0.5,0.252,0.35,12,"disjunctive",0.7,3,"3","d3","A",-0.0787408294864525,"A","A=0"
"430",972,0,"11",1,1,1,1,1,0.9,0.7,0.8,0.5,0.252,0.35,12,"disjunctive",0.7,3,"3","d3","Au=1",0.00444991915849246,"Au","Au=1"
"431",972,0,"11",1,1,1,1,1,0.9,0.7,0.8,0.5,0.252,0.35,12,"disjunctive",0.7,3,"3","d3","B",0.495174700730261,"B","B=1"
"432",972,0,"11",1,1,1,1,1,0.9,0.7,0.8,0.5,0.252,0.35,12,"disjunctive",0.7,3,"3","d3","Bu=1",0.823093615373712,"Bu","Bu=1"
"433",973,1,"00",0,0,0,0,0,0.1,0.3,0.2,0.5,0.003,0.15,13,"disjunctive",0.5,4,"3","d4","A",-0.232346814238611,"A","A=1"
