"","trial_id","pgroup","trialtype","node3","n","prop","full","noAct","noInf","noSelect","noActnoInf","noActnoSelect","noInfnoSelect","noActnoInfnoSelect","Actual"
"1","1_c1","1","c1","A=0",27,0.262135922330097,0.207258210321184,0.207258210321184,0.207258210321184,1,0.207258210321184,1,1,1,TRUE
"2","1_c1","1","c1","A=1",0,0,0,0,0,NA,0,NA,NA,NA,NA
"3","1_c1","1","c1","Au=0",4,0.0388349514563107,0.0258172462016801,0.0258172462016801,0.0258172462016801,0.5,0.0258172462016801,0.5,0.5,0.5,TRUE
"4","1_c1","1","c1","Au=1",0,0,0,-0.0107114940297082,0,0,-0.0107114940297082,0.5,0,0.5,FALSE
"5","1_c1","1","c1","B=0",64,0.621359223300971,0.0647105289667485,0.0647105289667485,0.0647105289667485,1,0.0647105289667485,1,1,1,TRUE
"6","1_c1","1","c1","B=1",3,0.029126213592233,0,0,0,NA,0,NA,NA,NA,NA
"7","1_c1","1","c1","Bu=0",4,0.0388349514563107,0.0252841753833608,0.0252841753833608,0.0252841753833608,0.5,0.0252841753833608,0.5,0.5,0.5,TRUE
"8","1_c1","1","c1","Bu=1",1,0.00970873786407767,0,-0.0108112535922808,0,0,-0.0108112535922808,0.5,0,0.5,FALSE
"9","1_c2","1","c2","A=0",48,0.558139534883721,0.411696626158267,0.411696626158267,0.411696626158267,1,0.411696626158267,1,1,1,TRUE
"10","1_c2","1","c2","A=1",2,0.0232558139534884,0,0,0,NA,0,NA,NA,NA,NA
"11","1_c2","1","c2","Au=0",1,0.0116279069767442,0.0512613100435,0.0512613100435,0.0512613100435,0.5,0.0512613100435,0.5,0.5,0.5,TRUE
"12","1_c2","1","c2","Au=1",0,0,0,-0.0214551837141732,0,0,-0.0214551837141732,0.5,0,0.5,FALSE
