"","trial_id","pgroup","trialtype","node3","n","prop","full","noAct","noInf","noSelect","noActnoInf","noActnoSelect","noInfnoSelect","noActnoInfnoSelect","Actual"
"13","1_c2","1","c2","B=0",2,0.0232558139534884,0,0,0,NA,0,NA,NA,NA,NA
"14","1_c2","1","c2","B=1",3,0.0348837209302326,0,-0.0183398014497966,0,0,-0.0183398014497966,0,0,0,FALSE
"15","1_c2","1","c2","Bu=0",26,0.302325581395349,0.0511486625512937,0.0511486625512937,0.0511486625512937,0.5,0.0511486625512937,0.5,0.5,0.5,TRUE
"16","1_c2","1","c2","Bu=1",4,0.0465116279069767,0,-0.0215140550479333,0,0,-0.0215140550479333,0.5,0,0.5,FALSE
"17","1_c3","1","c3","A=0",2,0.0196078431372549,0,0,0,NA,0,NA,NA,NA,NA
"18","1_c3","1","c3","A=1",6,0.0588235294117647,0,-0.113532001645679,0,0,-0.113532001645679,0,0,0,FALSE
"19","1_c3","1","c3","Au=0",33,0.323529411764706,0.127405177795699,0.127405177795699,0.127405177795699,0.5,0.127405177795699,0.5,0.5,0.5,TRUE
"20","1_c3","1","c3","Au=1",1,0.00980392156862745,0,-0.0560057251981079,0,0,-0.0560057251981079,0.5,0,0.5,FALSE
"21","1_c3","1","c3","B=0",52,0.509803921568627,0.332229014215675,0.332229014215675,0.332229014215675,1,0.332229014215675,1,1,1,TRUE
"22","1_c3","1","c3","B=1",1,0.00980392156862745,0,0,0,NA,0,NA,NA,NA,NA
"23","1_c3","1","c3","Bu=0",7,0.0686274509803922,0.127607506542543,0.127607506542543,0.127607506542543,0.5,0.127607506542543,0.5,0.5,0.5,TRUE
"24","1_c3","1","c3","Bu=1",0,0,0,-0.0559246855587606,0,0,-0.0559246855587606,0.5,0,0.5,FALSE
"25","1_c4","1","c4","A=0",2,0.0217391304347826,0,0,0,NA,0,NA,NA,NA,NA
"26","1_c4","1","c4","A=1",3,0.0326086956521739,0,-0.150698418224154,0,0,-0.263580554480726,0,0,0,FALSE
"27","1_c4","1","c4","Au=0",40,0.434782608695652,0.345044260753253,0.345044260753253,0.25878319556494,0.666666666666666,0.25878319556494,0.666666666666666,0.5,0.5,TRUE
"28","1_c4","1","c4","Au=1",1,0.0108695652173913,0,-0.0431989469062813,0,0,-0.136593010864699,0.333333333333333,0,0.5,FALSE
"29","1_c4","1","c4","B=0",0,0,0,0,0,NA,0,NA,NA,NA,NA
"30","1_c4","1","c4","B=1",8,0.0869565217391304,0,-0.0625999037152057,0,0,-0.109616726193933,0,0,0,FALSE
"31","1_c4","1","c4","Bu=0",38,0.41304347826087,0.345210234855631,0.345210234855631,0.258907676141723,0.666666666666666,0.258907676141723,0.666666666666666,0.5,0.5,TRUE
"32","1_c4","1","c4","Bu=1",0,0,0,-0.043387124087384,0,0,-0.136895614831819,0.333333333333333,0,0.5,FALSE
"33","1_c5","1","c5","A=0",0,0,0,0,0,NA,0,NA,NA,NA,NA
"34","1_c5","1","c5","A=1",16,0.170212765957447,0.602074907726985,0.602074907726985,0.263736444584813,1,0.263736444584813,1,1,1,TRUE
"35","1_c5","1","c5","Au=0",1,0.0106382978723404,0,0,0,0,-0.258498130713564,0,0,0.5,FALSE
"36","1_c5","1","c5","Au=1",42,0.446808510638298,0.416229647199041,0.416229647199041,0.136607915937123,1,0.136607915937123,1,0.5,0.5,TRUE
"37","1_c5","1","c5","B=0",0,0,0,0,0,NA,0,NA,NA,NA,NA
"38","1_c5","1","c5","B=1",11,0.117021276595745,0.251042929223674,0.251042929223674,0.109787647221113,1,0.109787647221113,1,1,1,TRUE
"39","1_c5","1","c5","Bu=0",0,0,0,0,0,0,-0.25841836739477,0,0,0.5,FALSE
"40","1_c5","1","c5","Bu=1",24,0.25531914893617,0.417080830125649,0.417080830125649,0.136615246663491,1,0.136615246663491,1,0.5,0.5,TRUE
"41","1_d1","1","d1","A=0",18,0.176470588235294,0.260013643067856,0.260013643067856,0.260013643067856,1,0.260013643067856,1,1,1,TRUE
"42","1_d1","1","d1","A=1",1,0.00980392156862745,0,0,0,NA,0,NA,NA,NA,NA
"43","1_d1","1","d1","Au=0",3,0.0294117647058824,0.0183101185045086,0.0183101185045086,0.0183101185045086,0.5,0.0183101185045086,0.5,0.5,0.5,TRUE
"44","1_d1","1","d1","Au=1",0,0,0,-0.0156474252146609,0,0,-0.0156474252146609,0.5,0,0.5,FALSE
"45","1_d1","1","d1","B=0",69,0.676470588235294,0.581648608299576,0.581648608299576,0.581648608299576,1,0.581648608299576,1,1,1,TRUE
"46","1_d1","1","d1","B=1",0,0,0,0,0,NA,0,NA,NA,NA,NA
"47","1_d1","1","d1","Bu=0",10,0.0980392156862745,0.195953100632344,0.195953100632344,0.195953100632344,0.5,0.195953100632344,0.5,0.5,0.5,TRUE
"48","1_d1","1","d1","Bu=1",1,0.00980392156862745,0,-0.102618950803494,0,0,-0.102618950803494,0.5,0,0.5,FALSE
"49","1_d2","1","d2","A=0",24,0.247422680412371,0.199826927107515,0.199826927107515,0.121670068719212,1,0.121670068719212,1,1,1,TRUE
"50","1_d2","1","d2","A=1",0,0,0,0,0,NA,0,NA,NA,NA,NA
"51","1_d2","1","d2","Au=0",4,0.0412371134020619,0.013670795310024,0.013670795310024,0.00847460776623755,0.5,0.00847460776623755,0.5,0.5,0.5,TRUE
"52","1_d2","1","d2","Au=1",0,0,0,-0.0131343205555944,0,0,-0.00781360242499627,0.5,0,0.5,FALSE
"53","1_d2","1","d2","B=0",1,0.0103092783505155,0,0,0,NA,0,NA,NA,NA,NA
"54","1_d2","1","d2","B=1",8,0.0824742268041237,0,-0.0969850501775225,0,0,-0.297866559361644,0,0,0,FALSE
"55","1_d2","1","d2","Bu=0",56,0.577319587628866,0.917993758962591,0.917993758962591,0.458996879481296,1,0.458996879481296,1,0.5,0.5,TRUE
"56","1_d2","1","d2","Bu=1",4,0.0412371134020619,0,0,0,0,-0.415074108358603,0,0,0.5,FALSE
"57","1_d3","1","d3","A=0",4,0.043010752688172,0,-0.0435996711276823,0,0,-0.120850860983616,0,0,0,FALSE
"58","1_d3","1","d3","A=1",0,0,0,0,0,NA,0,NA,NA,NA,NA
"59","1_d3","1","d3","Au=0",1,0.010752688172043,0,-0.00249355468693723,0,0,-0.00728655127134142,0.5,0,0.5,FALSE
"60","1_d3","1","d3","Au=1",2,0.021505376344086,0,0.00235562774172842,0,0,0.00743391568031923,0.5,0,0.5,FALSE
"61","1_d3","1","d3","B=0",0,0,0,0,0,NA,0,NA,NA,NA,NA
"62","1_d3","1","d3","B=1",15,0.161290322580645,0.499378698326811,0.499378698326811,0.298416102474624,1,0.298416102474624,1,1,1,TRUE
"63","1_d3","1","d3","Bu=0",1,0.010752688172043,0,0,0,0,-0.458940513050896,0,0,0.5,FALSE
"64","1_d3","1","d3","Bu=1",70,0.752688172043011,0.829818391162731,0.829818391162731,0.414909195581366,1,0.414909195581366,1,0.5,0.5,TRUE
"65","1_d4","1","d4","A=0",1,0.0106382978723404,0,0,0,NA,0,NA,NA,NA,NA
"66","1_d4","1","d4","A=1",7,0.074468085106383,0,-0.151522008857227,0,0,-0.428411661366293,0,0,0,FALSE
"67","1_d4","1","d4","Au=0",52,0.553191489361702,0.58961190957223,0.58961190957223,0.294805954786115,1,0.294805954786115,1,0.5,0.5,TRUE
"68","1_d4","1","d4","Au=1",4,0.0425531914893617,0,0,0,0,-0.243674907846581,0,0,0.5,FALSE
"69","1_d4","1","d4","B=0",26,0.276595744680851,0.436840399328069,0.436840399328069,0.306602710152968,1,0.306602710152968,1,1,1,TRUE
"70","1_d4","1","d4","B=1",0,0,0,0,0,NA,0,NA,NA,NA,NA
"71","1_d4","1","d4","Bu=0",4,0.0425531914893617,0.109265901147866,0.109265901147866,0.0712789013399684,0.5,0.0712789013399684,0.5,0.5,0.5,TRUE
"72","1_d4","1","d4","Bu=1",0,0,0,-0.0831176901904915,0,0,-0.0595152793882179,0.5,0,0.5,FALSE
"73","1_d5","1","d5","A=0",0,0,0,0,0,NA,0,NA,NA,NA,NA
"74","1_d5","1","d5","A=1",10,0.0869565217391304,0.704536503069767,0.704536503069767,0.427568664741634,1,0.427568664741634,1,1,1,TRUE
"75","1_d5","1","d5","Au=0",1,0.00869565217391304,0,0,0,0,-0.293866876965253,0,0,0.5,FALSE
"76","1_d5","1","d5","Au=1",94,0.817391304347826,0.48642893486572,0.48642893486572,0.24321446743286,1,0.24321446743286,1,0.5,0.5,TRUE
"77","1_d5","1","d5","B=0",7,0.0608695652173913,0,-0.176399788572018,0,0,-0.307550006472155,0,0,0,FALSE
"78","1_d5","1","d5","B=1",0,0,0,0,0,NA,0,NA,NA,NA,NA
"79","1_d5","1","d5","Bu=0",1,0.00869565217391304,0,-0.0343321987779178,0,0,-0.0718895006717056,0.5,0,0.5,FALSE
"80","1_d5","1","d5","Bu=1",2,0.0173913043478261,0,0.0352925952363168,0,0,0.0597265661751877,0.5,0,0.5,FALSE
"81","1_d6","1","d6","A=0",4,0.0373831775700935,0,0,0,NA,0,NA,NA,NA,NA
"82","1_d6","1","d6","A=1",3,0.0280373831775701,0,-0.133858999830891,0,0,-0.286243948562323,0,0,0,FALSE
"83","1_d6","1","d6","Au=0",35,0.327102803738318,0.528596101343894,0.528596101343894,0.166326899094021,1,0.166326899094021,1,0.5,0.5,TRUE
"84","1_d6","1","d6","Au=1",0,0,0,0,0,0,-0.16870010246514,0,0,0.5,FALSE
"85","1_d6","1","d6","B=0",0,0,0,0,0,NA,0,NA,NA,NA,NA
"86","1_d6","1","d6","B=1",2,0.0186915887850467,0,-0.0751147349458994,0,0,-0.21567714704971,0,0,0,FALSE
"87","1_d6","1","d6","Bu=0",61,0.570093457943925,0.704970939378135,0.704970939378135,0.244362432334391,1,0.244362432334391,1,0.5,0.5,TRUE
"88","1_d6","1","d6","Bu=1",2,0.0186915887850467,0,0,0,0,-0.314893588671656,0,0,0.5,FALSE
"89","1_d7","1","d7","A=0",0,0,0,0,0,NA,0,NA,NA,NA,NA
