"","subject_id","cb","prob0","prob1","prob2","prob3","structure","trialtype","ans","ansVar","ansVar2","node3","isPerm","isCoh","pgroup","isLat","realLat","connectedWith"
"1027","nfmrpcwpdx",0,"10%","50%","80%","50%","disjunctive","d7",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"1",TRUE,TRUE,"B"
"1028","nfmrpcwpdx",0,"50%","10%","50%","80%","disjunctive","d4",4,"Au","Au=0","Au=0",TRUE,TRUE,"2",TRUE,FALSE,"A"
"1029","nop27bhzta",0,"10%","70%","80%","50%","disjunctive","d3",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"3",TRUE,FALSE,"B"
"1030","nop27bhzta",0,"10%","50%","80%","50%","conjunctive","c1",2,"A","A","A=0",TRUE,TRUE,"1",FALSE,FALSE,"A"
"1031","nop27bhzta",0,"10%","50%","80%","50%","conjunctive","c4",4,"Au","Au=0","Au=0",TRUE,TRUE,"1",TRUE,TRUE,"A"
"1032","nop27bhzta",0,"10%","50%","80%","50%","conjunctive","c2",2,"A","A","A=0",TRUE,TRUE,"1",FALSE,FALSE,"A"
"1033","nop27bhzta",0,"50%","10%","50%","80%","disjunctive","d2",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"2",TRUE,FALSE,"B"
"1034","nop27bhzta",0,"10%","50%","80%","50%","conjunctive","c5",3,"Au","Au=1","Au=1",TRUE,TRUE,"1",TRUE,FALSE,"A"
"1035","nop27bhzta",0,"10%","50%","80%","50%","disjunctive","d7",1,"A","A","A=1",TRUE,TRUE,"1",FALSE,FALSE,"A"
"1036","nop27bhzta",0,"10%","70%","80%","50%","disjunctive","d4",4,"Au","Au=0","Au=0",TRUE,TRUE,"3",TRUE,FALSE,"A"
"1037","nop27bhzta",0,"10%","50%","80%","50%","disjunctive","d5",3,"Au","Au=1","Au=1",TRUE,TRUE,"1",TRUE,FALSE,"A"
